review,label
malinaw maganda quality and sounds very clear easy to use and to connect from phone convenient and nice cute and very light well recommended,2.0
sobrang ganda shoes kaso malake pa sa baby ko na old super worth it ganda ganda,2.0
okay naman siya totoo nga you get what you pay for kaya ewan anong ini expect ko hahaha disappointing kasi yung isang bluetooth earphone hindi nagana,1.0
di masyado kasi na itry ko sa lips ko ok naman pero parang minutes lang nag dadry rin sya,1.0
good di napicturan ang product hiningi pinsan ko hahaha nagandahan kaya order nalang ulit salamat shopee seller and delivery courier,2.0
not goode sayang lang po pera nyo dito wag po kayo oorder sa seller na ito payment is unfair to the item that you going to received binayad ko pinadala sa akin cord lang po charger charger connector lang po deliver scammer po itong seller na ito,0.0
mura na maganda pa at handy din malock pa pang praktical na nanay itong wipes na to seller lahat nakawrap maayos,2.0
ok naman sya di lang ako satisfied sa packaging akala ko kasi naka box but overall ok naman sya hours mo din syang magagamit,0.0
thank you shopee npkaganda yong rubber shoes at napaka npakalambot pa mura na quality pa sakto yong size naorder ko at kasiang kasia have bless day shopee more power to you,2.0
received item on time as expected need to improve packaging although nakabubble wrap medyo kulang kya akala ko may damage so far wala nman no manual instruction inside so will to build and use it will rate again once tried to use it,1.0
items are good pero masyado satisfied mga kids ko dahil hindi pala adjustable naka fixed pala,1.0
okay nman pero mahal pra price nya compare sa ibang store,1.0
maganda ang tela and very very soft received the order days earlier than the expected date perfect for everyday use really wasn expecting the packaging hindi man lang nilagay sa kahit isang plastic haaays underwear pa naman to,1.0
working kaso maganda ang packaging wala man lang bubble wrap kaya yupi yupi buti okay pa ung sa light at stand sana improve lang ang packaging so far maganda at affordable,1.0
soft maganda yung product soft yung tela at parang wala ka lang suot kaya hindi nakakairita sa balat baka bumili ulit ako salamat seller,2.0
super ganda product pero di ko nagustuhan service shoppee express thank you seller ang ganda pouch ko one piece,2.0
poor service terrible ordering rude staff and not worth it check out other places ikaw na nga magluluto ikaw pa magsusulat at magiisip kung paano umorder this place was so disappointing,0.0
very affordable baby wipes nakailang order na ako nito and will definitely continue on ordering this,2.0
maganda naman sana lang matibay worth it naman yung bayad,1.0
too small nag plus pa ako sa size pero maliit pa din,1.0
ang ganda po sa paa malambot po siya pero medyo maliit lang kasi dapat mag add size kayo but satisfied buyer here thankyou,2.0
good lang but may mga nakalaylay na mga tahi parang di naman sya effective parang wala lang sya atleast may underwear na superhigh waist hahahhaaha pero goods lang pede naman gamitin,1.0
pero napaka delay nya sa games not recommend for gaming po hindi ko alam bat recommended for gaming to grabe ang delay,0.0
wala yung parang stick for tripod pero yet oks naman nag improvise na lang kami,1.0
kasya sa akin ang dalawa but the white was little bit thinner than the picture at nakikita yung pad different from the black but still love it,1.0
super cute slippers mura lang din but stars kasi parang butas yung right slipper may air na lumalabas kada apak yung kabila wala naman,1.0
goma na makapal tamang tama sa tag ulan size ang paa ko pero ang pinili ko kasi un ang nakita ko sa mga reviews and tama naman sya,2.0
ang ganda sana kaya lang ang liit liit di pa magkatugma tugma yung design sana conect conect yung design nhihirapan kaming pagdikit dikitin sus me iba yung sa advertisment na picture nila kasaya sa personal know nakaindicate dun na size nung products nila but sana palitan nila yun its prank,1.0
color and the size excellent po sana star kaso naayos yung pag pack gasgas yung screen at malabo camera but totally good thank you seller at sa delivery boy wala po connect video for coints lang po,2.0
worth it yung tent gamit na gamit and mura pa but the comforter and pillow super nipis so di ko ginagamit hehe but this tent is good thank you,2.0
received the lip balm and maaga ko naman sya na received but it looks like it has been used bit disappointed and dissatisfied it terrible,0.0
star hindi gumagana sa ko ang bluetooth pero triny ko sa ibang okay naman sya lalo same unit lang din kami nung isang triny ko kaya di ko sure kung ang sira is phone ko or itong item na in order ko,1.0
ok worth it sa price but it isnt the same sa picture but overall its nice naman its the same size as ordered,1.0
very po tas worth it huhuhu ang ganda,2.0
super nipis at hindi naka individually packed naka scoth tape lang compare sa na purchase ko sa ibang shop makapal at naka individually wrap at meron pa siya cartoon ang wallpaper at me mga part na punit2x na at mukhang hindi siya 10meters ang haba compare sa naka plastic wrap,1.0
po at tuwang tuwa ung kapatid ko maganda at kinutingting talaga nya agad nung dumating ung products ay wala pa kami sa bahay kaya nung dumating kami ayun agad ung pinagka abalahan nyang pailawin,2.0
black red pink kulang yung item,1.0
maganda worth it naman sa price sana tumagal nkakalinis naman kaso napansin ko mbilis mlowbat un lang,1.0
okay naman yung sound but yung mic is hindi nagana,1.0
hindi po pantay ang pag pag gupit nyo sa wallpaper kailangan ko pang gupitin maayos para magpantay,1.0
thank you ang ganda nya sa personal,2.0
live the color and super affordable sya mabilis din dumating,2.0
maganda po sya kaso di ko po alam kung paano sya gamitin need nya pa pala po battery pa tutorial naman po kung paano gamitin di ko pa kase alam thankyou po,1.0
liked it po worth the price and maganda po siya sakto lang sakin thank you po kahit medyo matagal thank you po ulit,2.0
wrong item received damaged defective item item different from picture rude seller damaged packaging item shipped very late will not order again nahiya naman ako sa binigay nyo lol,0.0
madaya si seller iba inorder iba pinadala nag rereply sa chat nag bbyad tama pero maling items pindala kung walang stock nag sasabi,0.0
received the tem po ok naman siya,2.0
patatlong bago nadeliver hindi daw aq mareach upon opening may kawang na part at may mga scratches ang unit nahangin naman cya kaya it serve its purpose,1.0
hindi ako masiyado na satisfied kase tas2 pa naman order ko parehong may tastas pero ok naman ung tela tsakto sa price din seller kahit papanu ganda fitting nya sakin salamat godbless po paki check nalang po please bago ship out kong tas2 wala kase,1.0
good ok naman yung fragrance perfume mabangi sya sobra medyo disappointed lang sa packaging kasi may leak sya konti lang naman nabawas dun sa perfume pero makikita mong may leak kasi nag spill na sya sa bottle nung perfume siguro naextime ensure for good packaging esp for perfume,1.0
kumpleto naman yung item at okay sa price kaso hindi pareparehas yung sizing pero pwede narin maraming salamat,1.0
super sulit must buy specially now has very goood quality will order again thank you seller thank you shopee order complete,2.0
worst samgyup ever parang di nag samgyup limited refill limited side dishes daming order na di naserve almost an hour bago marefill nagtitigan nalang kami mga kasama ko kasi wla na kaming maluto yung hotpot nasunog na ung noodles wla manlang nagrrefill nasa bill mga side dish pero di,0.0
order ko is item ok nman kaso sa size bakit magkaiba yung binigay mo sa akin seller ung order ko pero yung isa is,1.0
item deliver early this morning well packaged and in good condition upon checking manipis ung tela at ung tahi not that good ung sa bandang laylayan pinutol hindi na tinahi item for the price is ok but the quality,1.0
didn expect that it is really cute size haha then di siya gaanong pigmented super light color and not easy to blend but think it is enough for its price it cute,1.0
oops sorry for late rate but it super nice like it so much love it medyo manipis lang iyong pillow but it fine good job thank you seller and delivery man of shoppee,2.0
maganda po ang sandal very comfy sa paa at ang nagdeliver mabait po,2.0
super slow service mins waiting time mas nauna pa maserve yung bagong dating,0.0
don have pictures and vid product pero yung packaging medyo nakakakaba na baka basag yung product or sira sobrang tagal pa shipment ordered it august dumating lang siya august although pre order siya pero para sa akin napakatagal nun super unresponsive pa ni seller,0.0
hello rose red yung inorder ko bakit pink pinadala,0.0
awstu naman walang lock walang kawitan yung bra disappointed,0.0
ok po sana kaso hindi po stretchable kaya hindi kasya yung biggest size nila,1.0
medyo matagal dumating pero understandable naman kasi galing china buti maingat ung nagdeliver at nagship kasi dumating syang walang gasgas or damage gumagana maayos nakakailang lang ung circular na flat plastic sa dulo pen,1.0
price is not work for the quality parang kaya siya mahal dahil lang sa portable siya but the quality and durability kahit sunny days mo lang siya gagamitin hindi tatagal manipis ung tela even the bakal used,0.0
terible pa oppo di ko magamit sa samsung ko nkalagay ay micro usb tpos pang oppo ung binigay hndi sya universal dko na ginamit,0.0
saktong sakto sa anak ko at nagustuhan niya talaga sana magtagal thank you seller for being responsive,2.0
got parcel okay naman sya to seller,1.0
mgnda po ngbreregaluhan thank seller and kuya rider,2.0
hndi nasunod ung size size ung nka indicate sa product pero prang size ung dumating unsatisfied here,0.0
manipis mabilis dumating ang product manipis siya maybe sakto lang para sa price niya xmpre kapag cheap lang ang bili we can expect it to be good quality but all in all ok lang not disappointed naman expected it to be that kind of quality,1.0
poor defective yung right siide fan walang hangin na lumalabs puro ugong demand product replacement,0.0
tatlo order yung isa dun ordinary nasira agad,0.0
thank you shoppe seller maganda po mukhang matibay gosto kopo dahil walang bakal,2.0
sobrang na excite ako dito sa parcel na to to the point na nung dumating hindi ko na navideohan inopen ko na agad but was disappointed hindi gumagana yung isa tapos ang ingay pa ngayon lang ako nagka experience ganto sa shoppee,0.0
as usual complete items but ang sizes problema hindi accurate yung medium at large same size lang parang small hahahahha,1.0
ang ganda sana for its cheap price kaso mukang luma yung stock yung sakin makikita naman sa pictures na natutuklap na yung sticker sa paanan siguro nabasa pag tuklap ko rin sticker may butas sa ilalim,1.0
nagfafunction po siya maayos kaso may basag sa ring light,1.0
black super duper ang ganda po thank you so much seller,2.0
maganda okay lang po ang quality swak sa price niya this is order,2.0
maganda na sya for it priceeee medyo manipis pero pwede naaaa recommend ko itetch pasensya sa pics at vid hindi na na videohan kasi kinuha na agad sakin eh,2.0
ang ganda at ang bilis din dumating nag sesend din si seller picture bago iship thank you seller will order again,2.0
walang bubble wrap nabutas ung pouch kaya ung handle puros gasgas color is also lighter than advertised manipis din ung tela,1.0
masarap yung pares with tendon,2.0
maliit po yung sizes although ok naman for its price pwede na rin,1.0
good maganda xia thank you seller,2.0
pangatlong order ko na cloud pero ngayon lang naiba yung amoy ambaho niya anlayo sa dating order ko sana icheck muna nila yung amoy bago ilagay sa bottle kasi sayang lang bottles pa naman inorder ko and pang at bottles ko,0.0
good wow super cute tlga sobra nagustohan ko sya sa mura hlaga magnda kna pang ootd thank you seller and rider,2.0
good kaso di umabot sa target date,1.0
ok for the price tama size mabilis dineliver mas mataas lang sya sa pic pero goods na din cute naman,1.0
complete orders and no damage great product and service bili naa repeat buyer here thank youuuuu so much,2.0
maganda naman sya kaso mali yung isang color na binigay sana na next time paki tignan yung color,1.0
ang bilis ma deliver okay nman ung quality nya sakto lang for its price di nga lang consistent ung size kasi ung isang medyo maliit overall good finds na din,1.0
ok nman ang speaker yun lang ang box pouch walang kwenta nka plastic na ba tawag doon kita muna pag bukas same pa yung matt,1.0
good video and photos are not related okay naman kaso namamatay siya bigla think pag sobrang nakadikit sa tenga dahil sobrang sensitive yun earbuds tumatagal sa akin hours below but still depends kung gaano kalakas yun volume and distance sa device,1.0
super maganda ang shoes nato love it,2.0
maganda ang quality at matibay sya salamat po,2.0
super gandaaa for small chested talaga siyaaa nakahanap na rin ako perfect bra for meee huhuhu hindi siya yung nabuka na bra sobrang ganda fittt thank you so,2.0
the jogger was thin sakto sa price pero stretchable sya mabilis mature pglabhan yung jacket nice quality mkapal ang tela,1.0
nice nman ung product kaso alam full na sa chrge,1.0
just received the order and hindi po sya exact dun sa pinili kung design klaro naman po na red football sana naman basahin din ni seller naka indicate na nga dun ni remind ko pa the way thank you,1.0
verygood sana lang magtagala mabilis sya magpainit tubig nagustuhan asawa ko sorry late na yung pag rate ko sa item kasi gusto ko muna subukan bago mag rate,2.0
received the item okay nag on naman sya but it can proceed outgoing call and even text messages tried to tell the seller but they just keep on sending me the completed product link,1.0
damaged product may butas po kaya hndi masyado maka suction,0.0
love it po okey po siya for it price maganda siya for indoor saka outdoor din worth it for its price,2.0
honest review kaya pala mura mapapamura kalang din sa inis grabe ang bagal super duper delayed ung galaw mouse sa laptop ang ending diko na ginamit sayang pera,0.0
pang boy po order namin,1.0
good wala lang syang plastic for each para malessen sana ung gusot sa edge part pero onti lang naman di naman big deal,1.0
pang women fit ang size maliit and short sya para sa lalaki na size was planning to give it as gift sa guy but maybe di magkasya,1.0
super legit guyss pabudol nakyoo,2.0
3star kasi yung white na order ko parang nagamit na kasi yung color dirty white na tapos hindi pa naka balot sasusunod paki ayos naman po,1.0
hndi ok ung product peo mabait namn seller will namn siya,1.0
sira ung packaging pagkabukas ko prang binuksan talaga gumagana naman ung item kaso ang cheap lang appearance and fitnfor the price mej matigas rin ung,1.0
zero rating nakakainis sayang lang pera ko dito sa item na to full charge na pero wala pang mins lobat na waste of money hindi talaga napakinabangan,0.0
good malakas ang sound fit naman sya sa android okay na din para sa price deserved talaga sa price thank you seller keep up the good product hahahaha check out na guys,2.0
poor quality sobrang nipis agad ang nagmamark fold meters lang yung pinapadala ninyong roll nakaka disappoint nagbayad customers nyo for pero lang pinapadala nyo ipadala nuo sana yung kung anong nakalagay sa description clearly na false advertising ginagawa nyo nanloloko kayo tao,0.0
poor sa picture lang maganda sa actual very disapointing,0.0
solid tong shop na tooo hindi lang time na order too sukii na ako dto kaya wag na kayong mga hanap iba dito na sulit nag bags slippers etc thankyou seller at sa mabait kong delivery riderrr,2.0
thank you shoppee finally naka naibigay nio un gusto ko at tamang tama talaga cia saken dalawa un isa na ako nka tiis sinoot kona happy ako at don kua deleviery maraming salamat po bait nio snap marame pa tulad mo na mabait delevier ingat po palage,2.0
it takes weeks to be delivered but worth the wait legit item and ang ganda bought it for hope she likes it,2.0
hi sobrang disappointed ako sa service nila kulang na kulang yung staff nila kaya sobrang pila at paghihintay pet to groom lang and also hindi sila nag accept appointment food is good but the service sorry sobrang pangit po,0.0
ang cute facemask and ang mura pa sulit na sulit ang bayad yung square pants 9petot ko lang nabili so cheap pero ang cute nya sobrang nipis nga lang pero pwede na din ang maganda yung mga brief parang bench brief talaga na nabibili sa mga store nila,2.0
good what you see is what you get complete items and tama lahat kulay very thank you seller will buy soon again,2.0
good product is in good quality although medyo maluwag ang silicon dunno and walang freebie,1.0
second time ko mag order may hiwa na yon packaging parang ni check muna kung ano laman at may yupi yong ni order ko might order again soon dahil masmura,1.0
quality is good for its price comfy to wear din naman but what find uncomfortable is natunog sya habang naglalakad di naman basa or what,1.0
mali yung kulay na binigay blue order ko gold yung binigay,0.0
iba ang tela sa dumating manipis at same as medium lang ang malamig naman sa balat ang tela pede na pagtyagaan pangtulog dumating naman agad at okay packaging,1.0
mall quality mga marekiks no need to worry buy yours na medyo mahal ngalang toh mars pero worth it namn limited lang mga color nito kaya humabol kana,2.0
good quality pero yung dalawa nawala bigla ang tinta pero wofth eat tlga sya,1.0
very good maraming salamat sayo seller napaka ganda po item what you order is what you get god bless po,2.0
not working ko ung sim card na nakakabit sa para sa register tas di magrereply palpak sayang lang ung pera,0.0
pwede narin maganda siya nagustuhan anak ko sa uulitin seller at sa shopee,1.0
basag yung sound and walang mic sira parang parang wala lang din umay,0.0
super disappointed ordered blue pink but blue orange arrived huhu hassle na ireturn orange is never color don like orange not fave kahit man violet ang maling pinadala okay pa faves are blue pink and purple and never orange,0.0
nice quality may stain yung mouse pad mabilis din delivery thanka po,1.0
maganda yung quality tama yung sizes as well as its color fast din na ship sana may pera ako pang invest dito para gawing business pero walang support sad layp,2.0
good goodz naman siyaa kaso yung sound quality medyo hindi okay pero goods siya sa price niya na ganoon,1.0
wala hindi samsung mga ateng sinungaling regular na android tablet lang jusko wag nyo na bilin scam lang ginogoyo lang kayo mga to,0.0
not cool ang bad nang pagka package nya,0.0
good maganda naman sya and magaan sa paa nice quality also so far so good can wait to wear it on ootd seller,2.0
naship agad malambot naman but ung sides slippers pataas and not comfy for me kapag nilalakad tumatama sa big toe ung strap and medyo masakit sakin pero okay na since it is cheap guess you get what you paid for,1.0
okay naman yung item working din yung digital pen yung otg hindi ko pa natry pero sana gumana din sya may freebie din though hindi ko alam kung para saan yun pero thank you pa din seller,2.0
maganda ang itsura nya kaso nadismaya ako mas malakas pa ang vibrate nya kesa sa hangin kahit na ka full charge na ganun padin ang hina buga hangin,0.0
sobrang nipis po pala ang bilis mapunit aka ko makapal kase ganun yung sa picture tapos sobrang liit pala tapos yung white wallpaper may damages din po,0.0
maganda naman po quality kaso lang may dumi medyo mataas din kunti naputol ko na kasi yung karugtong nasa picture still love it,1.0
wrong design correct size fast deliver malambot sa paa worth ang price sa quality sa design lang ako mdyo nadismaya kasi mali ang narecieve ko,1.0
okay naman sya mbango at long lasting kaso yung isang scent eh sira yung pinaka pangspray ayun tuloy tuloy ang paglabas pabango kahit di iniispray natulo sya pero long lasting pabango nla makapit sa damit amoy pa hanggang kinabukasan,1.0
went through the drive through the server said the order was complete only to find that we were missing one order when we got home had to go back to pick up the order they forgot to put in sayang sa gas at sa oras kaya nga nag drive through,0.0
got it fits okay kaya lang mejo awkward yung sa nya pagsuot na,1.0
thank you seller wala naman pong damage yung item,2.0
complete naman ang items as ordered worth the quality as per price mainit nga lang ung tela pag sinuot kahit medyo manipis,1.0
poor basang basa pagdating kita sa vid masyadong sininsin pagkakapack di nakakatuwa tagal ko na naorder ganto not sure if same seller but this is really dissapointing,0.0
malakas siya kahit naka level at kahit maliit siya,2.0
legit maganda talafa siya maganda ang sound quality niya,2.0
may gasgas sa salamin tas tabingi antagal pa delivery time,0.0
sarap ipangtouch kaso kung isusulat mo sya for planner di magwowork kasi di dumederetso ang line kaya pala ung iba nagiinvest don sa bluetooth mas finess ang sulat worth the price naman sya,1.0
order ko parehong di nagana mic amf,0.0
hindi naman ganyan yung kulay at design na nasa picture na inorder ko,1.0
waist shoot agad pgkasuot legit smooth ang curves msikip sa singit at sa bum area pwede sya pangaraw araw din ngroroll me stickbone isa sa pinakamurang munafie na nkta ung pink konting dark sa skintone pwede na sya panloob,2.0
basag ang salamin paano magagamit so disappointing sayang pera,0.0
cheap but good aanhin mo ang mahal ipampupunas lang din naman as long as hindi nagkakarashes si baby kaya ok po to wipes na to mura and good quality hiyang baby ko kaya salamat seller,2.0
mali mali ang product sinend check orders well sending out,0.0
sorry for the late rating the wire less headset is working well sound good kaso mabilis malowbat think to then you have to charge it again recommended,1.0
its working naman pero open ung item malapit sa charging port mejo yupi din ung box upon receive thought hindi na gagana pero buti din gumana prin,1.0
diba dapat every pouch lagayan hindi ung nkalagay sa isang lagayan lang na plastic pa sino ba nagpapack item ung shopee mall ang paano maging interesting ung item nyo kung ganyan ang pouch nyo walang sariling pambalot,0.0
super cute po nito ang comfy sa paa kahit all day ka mag or gumala pero sadly hindi kasiya sa kin yong inorder ko well mali kasing size ang inorder ko kasalanan ko rin pero sobrang niya talaga guys bili ako ulit nito sa payday ang responsive rin ni seller,2.0
good sana am very sad to what had received last week thought will receive the exact that had orderd nakakadismaya sakto yung perang binayad ko pero kulang ang nareceive ko na order nasabi sa sarili at sa rider na sana hindi,0.0
so disappointed iisang kulay lang at size di man lang binasa ang remarks sa order ko colors and sizes nakalagay sa remarks ang dumi pa,0.0
mag complain po sana ako sa product kasi sira po pag dating dito ang other side fan hindi gumagana wlang lumalapas na hangin,0.0
hindi naman adjustable pag binanat ko to madudurog ito false advertisement,0.0
days unli data order ko ang ibinigay ni seller,1.0
since mura ya you cannot expect na okay ang keyboard hindi swak ang pagtatype minsan nadodouble ang letters and have to click harder maingay din ang pagtatype pero if you want that way okay na rin overall okay ya na panandaliang gamit,1.0
good quality nice sound once again thank so much sa seller good quality talaga at sa kanya ganda sound niya love it god blessed,2.0
